Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,rssi,channels_0,channels_1,channels_2,channels_3,channels_4,channels_5,channels_6,channels_7
1737285483.2406988,13014,1737285483,234688768,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285483.3401718,13015,1737285483,334689024,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285483.441369,13016,1737285483,434689024,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285483.5405319,13017,1737285483,534689280,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285483.6415107,13018,1737285483,634689280,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285483.7417917,13019,1737285483,734690304,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285483.8434114,13020,1737285483,834690304,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285483.9434268,13021,1737285483,934690816,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285484.0411289,13022,1737285484,34691072,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285484.1413412,13023,1737285484,134691584,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285484.2399843,13024,1737285484,234691840,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285484.3410766,13025,1737285484,334692096,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285484.4428813,13026,1737285484,434692352,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285484.5432014,13027,1737285484,534692864,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285484.6442065,13028,1737285484,634693120,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285484.7444775,13029,1737285484,734698752,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285484.8491492,13030,1737285484,835701824,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285484.952058,13031,1737285484,935701824,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285485.044847,13032,1737285485,35701824,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285485.1394484,13033,1737285485,134701824,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285485.261285,13034,1737285485,235701824,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285485.3446796,13035,1737285485,334701824,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285485.4415796,13036,1737285485,434706432,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285485.5432613,13037,1737285485,534711552,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285485.644796,13038,1737285485,634711552,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285485.742745,13039,1737285485,735714624,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285485.8396375,13040,1737285485,834714624,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285485.9434173,13041,1737285485,934713600,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285486.041539,13042,1737285486,34713856,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285486.143173,13043,1737285486,134713088,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285486.242835,13044,1737285486,234713344,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285486.3428254,13045,1737285486,334712320,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285486.4398155,13046,1737285486,434712576,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285486.5416465,13047,1737285486,534711552,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285486.6400309,13048,1737285486,634711552,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285486.7419164,13049,1737285486,734710784,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285486.8451414,13050,1737285486,834711296,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285486.9409087,13051,1737285486,934711808,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285487.0424552,13052,1737285487,34712320,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285487.1408687,13053,1737285487,134712832,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285487.242022,13054,1737285487,234713600,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285487.341269,13055,1737285487,334714112,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285487.4404142,13056,1737285487,434714624,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285487.5404084,13057,1737285487,534715392,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285487.641503,13058,1737285487,634716160,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285487.7421649,13059,1737285487,734715904,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285487.8401828,13060,1737285487,834716672,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285487.941155,13061,1737285487,934716160,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285488.0404036,13062,1737285488,34716928,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285488.142573,13063,1737285488,134717952,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285488.2448306,13064,1737285488,234718720,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285488.3409357,13065,1737285488,334718208,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285488.440732,13066,1737285488,434718976,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285488.5421944,13067,1737285488,534718720,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285488.6407204,13068,1737285488,634719744,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285488.741294,13069,1737285488,734719488,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285488.8419154,13070,1737285488,834720512,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285488.9418807,13071,1737285488,934720256,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285489.041659,13072,1737285489,34721280,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285489.1399796,13073,1737285489,134720768,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285489.2414966,13074,1737285489,234721792,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285489.3393881,13075,1737285489,334721536,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285489.4414527,13076,1737285489,434722560,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285489.5405962,13077,1737285489,534724096,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285489.6420689,13078,1737285489,634723584,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285489.7407234,13079,1737285489,734723328,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285489.8429818,13080,1737285489,834723072,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285489.941059,13081,1737285489,934723072,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285490.043074,13082,1737285490,34722816,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285490.1407177,13083,1737285490,134724352,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285490.2407532,13084,1737285490,234724096,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285490.3397815,13085,1737285490,334724096,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285490.4425602,13086,1737285490,434723840,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285490.5386307,13087,1737285490,534723840,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285490.642311,13088,1737285490,634723584,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285490.7421832,13089,1737285490,734723584,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285490.8413079,13090,1737285490,834723328,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285490.941413,13091,1737285490,934723328,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285491.0415668,13092,1737285491,34723072,,255,1502,1500,1000,1501,1000,1000,1000,1000
